Meta_Publisher,Title,Article,Article_words,Article_Unique_words_count,Article_length,Mentions_bjp,Mentions_modi,Mentions_government,Mentions_mp,Mentions_lok,Mentions_congress,Mentions_rahul,Mentions_harassment,Mentions_women,harassment_bias,women_bias,modi_bias,bjp_bias,right_wing_bias,focal_bias,sophisticated_vocabulary,Article_Overall_Sentiment,Article_Overall_Sentiment_score,index,Article_sentiment_flow_1,Article_sentiment_flow_2,Article_sentiment_flow_3,Article_sentiment_flow_4,Article_sentiment_flow_5,Article_sentiment_flow_6,Article_sentiment_flow_7,Article_sentiment_flow_8,Article_sentiment_flow_9,Article_sentiment_flow_10,Article_sentiment_flow_11,Article_sentiment_flow_12,Article_sentiment_flowscore_1,Article_sentiment_flowscore_2,Article_sentiment_flowscore_3,Article_sentiment_flowscore_4,Article_sentiment_flowscore_5,Article_sentiment_flowscore_6,Article_sentiment_flowscore_7,Article_sentiment_flowscore_8,Article_sentiment_flowscore_9,Article_sentiment_flowscore_10,Article_sentiment_flowscore_11,Article_sentiment_flowscore_12,sentiment_flow,sentiment_flow_score,Title_Overall_Sentiment,Title_Overall_Sentiment_score,Article_emotion_flow_1,Article_emotion_flow_2,Article_emotion_flow_3,Article_emotion_flow_4,Article_emotion_flow_5,Article_emotion_flow_6,Article_emotion_flow_7,Article_emotion_flow_8,Article_emotion_flow_9,Article_emotion_flow_10,Article_emotion_flow_11,Article_emotion_flow_12,Article_Overall_Emotion
Deccan Herald,why it wonbe easy for bjp to act against brij bhushan sharan singh,on saturday the senior national open ranking wrestling tournament began at nandini nagar in uttar pradeshgonda district and it was bjp lok sabha member and president of wrestling federation of india wfi brij bhushan sharan singh who was supposed to have stepped aside until the allegations of sexual assault of female wrestlers were probed by an oversight committee inaugurated the championship singh was on the stage along withcouple of local bjp legislators and office bearers of the wfi and oversaw the arrangements of the tournament almost undeterred by the turn of events in delhi apparently hinting that he was not bothered by the allegations and also that he did not expect his party to favour action against him also read will hang myself if sexual harassment charges against me are proven wfi chief bjp leaders here also preferring anonymity said that it would not be easy to act against the firebrand leader who was known to speak his mind even if it was against the party leadership or the bjp government in the state he had sharply criticised his own government when floods hit several eastern and central districts in the state including gonda baharaich ayodhya and some others the people have been left on the mercy of the god he had then remarked criticising the state government for not being able to provide succor to the flood affected people singh is not originallybjp worker he does not belong to the party cadre he has his own support base in gonda baharaich balrampur shravasti and ayodhya districts and is not dependent on us to win elections saidup bjp leader while speaking to dh here on saturday incidentally singh who currently is an mp from kaiserganj lok sabha seat in baharaich district had earlier represented balrampur and gonda ls seats as well he had also got his wife ketki singh elected to lok sabha when he was in jail under tada in 1996 his son prateek vardhan singh is also an mla sources in the bjp said that singh was not the kind of person who would take any action against him in his stride that he had earlier been with other parties and might not hesitate to ditch the saffron party made it even harder for the party to act against him the next lok sabha polls are not very far away and we can not afford to loseleader like him singh the bjp leader added,"['on', 'saturday', 'the', 'senior', 'national', 'open', 'ranking', 'wrestling', 'tournament', 'began', 'at', 'nandini', 'nagar', 'in', 'uttar', 'pradeshgonda', 'district', 'and', 'it', 'was', 'bjp', 'lok', 'sabha', 'member', 'and', 'president', 'of', 'wrestling', 'federation', 'of', 'india', 'wfi', 'brij', 'bhushan', 'sharan', 'singh', 'who', 'was', 'supposed', 'to', 'have', 'stepped', 'aside', 'until', 'the', 'allegations', 'of', 'sexual', 'assault', 'of', 'female', 'wrestlers', 'were', 'probed', 'by', 'an', 'oversight', 'committee', 'inaugurated', 'the', 'championship', 'singh', 'was', 'on', 'the', 'stage', 'along', 'withcouple', 'of', 'local', 'bjp', 'legislators', 'and', 'office', 'bearers', 'of', 'the', 'wfi', 'and', 'oversaw', 'the', 'arrangements', 'of', 'the', 'tournament', 'almost', 'undeterred', 'by', 'the', 'turn', 'of', 'events', 'in', 'delhi', 'apparently', 'hinting', 'that', 'he', 'was', 'not', 'bothered', 'by', 'the', 'allegations', 'and', 'also', 'that', 'he', 'did', 'not', 'expect', 'his', 'party', 'to', 'favour', 'action', 'against', 'him', 'also', 'read', 'will', 'hang', 'myself', 'if', 'sexual', 'harassment', 'charges', 'against', 'me', 'are', 'proven', 'wfi', 'chief', 'bjp', 'leaders', 'here', 'also', 'preferring', 'anonymity', 'said', 'that', 'it', 'would', 'not', 'be', 'easy', 'to', 'act', 'against', 'the', 'firebrand', 'leader', 'who', 'was', 'known', 'to', 'speak', 'his', 'mind', 'even', 'if', 'it', 'was', 'against', 'the', 'party', 'leadership', 'or', 'the', 'bjp', 'government', 'in', 'the', 'state', 'he', 'had', 'sharply', 'criticised', 'his', 'own', 'government', 'when', 'floods', 'hit', 'several', 'eastern', 'and', 'central', 'districts', 'in', 'the', 'state', 'including', 'gonda', 'baharaich', 'ayodhya', 'and', 'some', 'others', 'the', 'people', 'have', 'been', 'left', 'on', 'the', 'mercy', 'of', 'the', 'god', 'he', 'had', 'then', 'remarked', 'criticising', 'the', 'state', 'government', 'for', 'not', 'being', 'able', 'to', 'provide', 'succor', 'to', 'the', 'flood', 'affected', 'people', 'singh', 'is', 'not', 'originallybjp', 'worker', 'he', 'does', 'not', 'belong', 'to', 'the', 'party', 'cadre', 'he', 'has', 'his', 'own', 'support', 'base', 'in', 'gonda', 'baharaich', 'balrampur', 'shravasti', 'and', 'ayodhya', 'districts', 'and', 'is', 'not', 'dependent', 'on', 'us', 'to', 'win', 'elections', 'saidup', 'bjp', 'leader', 'while', 'speaking', 'to', 'dh', 'here', 'on', 'saturday', 'incidentally', 'singh', 'who', 'currently', 'is', 'an', 'mp', 'from', 'kaiserganj', 'lok', 'sabha', 'seat', 'in', 'baharaich', 'district', 'had', 'earlier', 'represented', 'balrampur', 'and', 'gonda', 'ls', 'seats', 'as', 'well', 'he', 'had', 'also', 'got', 'his', 'wife', 'ketki', 'singh', 'elected', 'to', 'lok', 'sabha', 'when', 'he', 'was', 'in', 'jail', 'under', 'tada', 'in', '1996', 'his', 'son', 'prateek', 'vardhan', 'singh', 'is', 'also', 'an', 'mla', 'sources', 'in', 'the', 'bjp', 'said', 'that', 'singh', 'was', 'not', 'the', 'kind', 'of', 'person', 'who', 'would', 'take', 'any', 'action', 'against', 'him', 'in', 'his', 'stride', 'that', 'he', 'had', 'earlier', 'been', 'with', 'other', 'parties', 'and', 'might', 'not', 'hesitate', 'to', 'ditch', 'the', 'saffron', 'party', 'made', 'it', 'even', 'harder', 'for', 'the', 'party', 'to', 'act', 'against', 'him', 'the', 'next', 'lok', 'sabha', 'polls', 'are', 'not', 'very', 'far', 'away', 'and', 'we', 'can', 'not', 'afford', 'to', 'loseleader', 'like', 'him', 'singh', 'the', 'bjp', 'leader', 'added']",406,2299,7,0,3,1,4,0,0,1,0,0.0004349717268377,0.0,0.0,0.0030448020878642,0.0030448020878642,0.0002174858634188,0.18,Negative,0.66,0,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,0.99,0.93,0.9,0.99,0.99,0.98,0.99,1.0,0.85,1.0,0.7,0.98,[0],[0.96],Negative,0.96,anger,anger,anger,anger,anger,anger,sadness,joy,joy,anger,anger,joy,anger
The Indian Express,how shaktishaali brij bhushan sharan singh has ducked mud so far,in the wrestling arena or out of it fighting ascandidate of the bjp or the samajwadi party in the contest as candidate or with his wife as proxy brij bhushan sharan singh has rarely lostbout but that streak might end now with the growing allegations of sexual harassment against him by women wrestlers who are demanding singhresignation as the president of the wrestling federation of india wfiwrestler who tumbled into politics via the ram janmabhoomi movement and who continues to facecase in the babri masjid demolition singh 66 has kept his feet planted on the ground courtesy the image ofdabangg leader orshaktishaali powerful one as he likes calling himself who doesnneed the bjp as much as the bjp needs him in at least halfdozen districts around his native gonda in uttar pradesh singh is six term mp once from the sp who has represented gonda balrampur and now moved onto kaiserganj while his son prateek bhushan is into his second term as mla from gonda sadar this formidable record also explains why despite several scraps with the party including the government of up chief minister yogi adityanath there has been no attempt to touch his 10 year tenure as the wfi president and as vice president of the united world wrestling asia local leaders talk about the grand celebrations he holds every year on his birthday on january 8 where students shortlisted viatalent search examination are rewarded with motorcycles scooty and cash this year the event in gonda and adjoining districts such as lucknow ayodhya bahraich shrawasti balrampur and barabanki saw the participation of union minister of state for finance pankaj chaudhary bjp leaders also mention the goodwill brij bhushan singh has earned due to his active association with more than 50 educational institutions including engineering pharmacy education and law that that he helped set up in bahraich gonda balrampur ayodhya and shrawasti districts he has developed an empire in these districts through his clout he givesfee waiver to those students who are unable to pay so if he wins elections it is both because of his clout and goodwill saysbjp leader from gonda advertisement at the same time bjp leaders say the party has kept its distance by not giving him any position within the organisation and union government despite his repeated poll wins his own team of workers look after his constituency including day to day issues that might come up singh only takes the symbol of the party he wins elections on his own says another party leader the confidence means singh has got away with incidents such as his criticism of the adityanath government during the floods in the state in october last year he accused the administration of being ill prepared not doing enough for relief and said people had been left bhagwan bharose to the mercy of god singh also said that the existing government did not tolerate criticism and took it personally advertisement while the opposition raised the remarks to attack the adityanath government singh did not earn any rebuke from the bjp he has praised sp leader azam khan one of the bjpbiggest bugbears in the state asmass leader and threatened maharashtra navnirman sena mns chief raj thackeray against visiting ayodhya till he had apologised publicly for humiliating north indians in mumbai the bjp had been courting the mns leader as an ally at the time of topsy turvy politics in maharashtra in private the bjp had dismissed singhremarks as publicity stunts it was due to his association with the ram janmabhoomi movement and his influence in the areas around ayodhya that singh initially came to the notice of the bjp the party first fielded him from the gonda lok sabha seat in 1991 he won and never looked back in 1996 when he did not contest the party gaveticket to his wife ketaki devi singh and she too wonconstant presence at wrestling tournaments be it national or international senior or junior singh can be spotted withmicrophone in hand overseeing bouts often shouting out instructions to referees stopping and starting bouts and at times even throwing the rule book at judges when he canbe there he is known to monitor the proceedings virtually advertisement whatever comes of the serious allegations singh is now facing that is almost certain to change,"['in', 'the', 'wrestling', 'arena', 'or', 'out', 'of', 'it', 'fighting', 'ascandidate', 'of', 'the', 'bjp', 'or', 'the', 'samajwadi', 'party', 'in', 'the', 'contest', 'as', 'candidate', 'or', 'with', 'his', 'wife', 'as', 'proxy', 'brij', 'bhushan', 'sharan', 'singh', 'has', 'rarely', 'lostbout', 'but', 'that', 'streak', 'might', 'end', 'now', 'with', 'the', 'growing', 'allegations', 'of', 'sexual', 'harassment', 'against', 'him', 'by', 'women', 'wrestlers', 'who', 'are', 'demanding', 'singhresignation', 'as', 'the', 'president', 'of', 'the', 'wrestling', 'federation', 'of', 'india', 'wfiwrestler', 'who', 'tumbled', 'into', 'politics', 'via', 'the', 'ram', 'janmabhoomi', 'movement', 'and', 'who', 'continues', 'to', 'facecase', 'in', 'the', 'babri', 'masjid', 'demolition', 'singh', '66', 'has', 'kept', 'his', 'feet', 'planted', 'on', 'the', 'ground', 'courtesy', 'the', 'image', 'ofdabangg', 'leader', 'orshaktishaali', 'powerful', 'one', 'as', 'he', 'likes', 'calling', 'himself', 'who', 'doesnneed', 'the', 'bjp', 'as', 'much', 'as', 'the', 'bjp', 'needs', 'him', 'in', 'at', 'least', 'halfdozen', 'districts', 'around', 'his', 'native', 'gonda', 'in', 'uttar', 'pradesh', 'singh', 'is', 'six', 'term', 'mp', 'once', 'from', 'the', 'sp', 'who', 'has', 'represented', 'gonda', 'balrampur', 'and', 'now', 'moved', 'onto', 'kaiserganj', 'while', 'his', 'son', 'prateek', 'bhushan', 'is', 'into', 'his', 'second', 'term', 'as', 'mla', 'from', 'gonda', 'sadar', 'this', 'formidable', 'record', 'also', 'explains', 'why', 'despite', 'several', 'scraps', 'with', 'the', 'party', 'including', 'the', 'government', 'of', 'up', 'chief', 'minister', 'yogi', 'adityanath', 'there', 'has', 'been', 'no', 'attempt', 'to', 'touch', 'his', '10', 'year', 'tenure', 'as', 'the', 'wfi', 'president', 'and', 'as', 'vice', 'president', 'of', 'the', 'united', 'world', 'wrestling', 'asia', 'local', 'leaders', 'talk', 'about', 'the', 'grand', 'celebrations', 'he', 'holds', 'every', 'year', 'on', 'his', 'birthday', 'on', 'january', '8', 'where', 'students', 'shortlisted', 'viatalent', 'search', 'examination', 'are', 'rewarded', 'with', 'motorcycles', 'scooty', 'and', 'cash', 'this', 'year', 'the', 'event', 'in', 'gonda', 'and', 'adjoining', 'districts', 'such', 'as', 'lucknow', 'ayodhya', 'bahraich', 'shrawasti', 'balrampur', 'and', 'barabanki', 'saw', 'the', 'participation', 'of', 'union', 'minister', 'of', 'state', 'for', 'finance', 'pankaj', 'chaudhary', 'bjp', 'leaders', 'also', 'mention', 'the', 'goodwill', 'brij', 'bhushan', 'singh', 'has', 'earned', 'due', 'to', 'his', 'active', 'association', 'with', 'more', 'than', '50', 'educational', 'institutions', 'including', 'engineering', 'pharmacy', 'education', 'and', 'law', 'that', 'that', 'he', 'helped', 'set', 'up', 'in', 'bahraich', 'gonda', 'balrampur', 'ayodhya', 'and', 'shrawasti', 'districts', 'he', 'has', 'developed', 'an', 'empire', 'in', 'these', 'districts', 'through', 'his', 'clout', 'he', 'givesfee', 'waiver', 'to', 'those', 'students', 'who', 'are', 'unable', 'to', 'pay', 'so', 'if', 'he', 'wins', 'elections', 'it', 'is', 'both', 'because', 'of', 'his', 'clout', 'and', 'goodwill', 'saysbjp', 'leader', 'from', 'gonda', 'advertisement', 'at', 'the', 'same', 'time', 'bjp', 'leaders', 'say', 'the', 'party', 'has', 'kept', 'its', 'distance', 'by', 'not', 'giving', 'him', 'any', 'position', 'within', 'the', 'organisation', 'and', 'union', 'government', 'despite', 'his', 'repeated', 'poll', 'wins', 'his', 'own', 'team', 'of', 'workers', 'look', 'after', 'his', 'constituency', 'including', 'day', 'to', 'day', 'issues', 'that', 'might', 'come', 'up', 'singh', 'only', 'takes', 'the', 'symbol', 'of', 'the', 'party', 'he', 'wins', 'elections', 'on', 'his', 'own', 'says', 'another', 'party', 'leader', 'the', 'confidence', 'means', 'singh', 'has', 'got', 'away', 'with', 'incidents', 'such', 'as', 'his', 'criticism', 'of', 'the', 'adityanath', 'government', 'during', 'the', 'floods', 'in', 'the', 'state', 'in', 'october', 'last', 'year', 'he', 'accused', 'the', 'administration', 'of', 'being', 'ill', 'prepared', 'not', 'doing', 'enough', 'for', 'relief', 'and', 'said', 'people', 'had', 'been', 'left', 'bhagwan', 'bharose', 'to', 'the', 'mercy', 'of', 'god', 'singh', 'also', 'said', 'that', 'the', 'existing', 'government', 'did', 'not', 'tolerate', 'criticism', 'and', 'took', 'it', 'personally', 'advertisement', 'while', 'the', 'opposition', 'raised', 'the', 'remarks', 'to', 'attack', 'the', 'adityanath', 'government', 'singh', 'did', 'not', 'earn', 'any', 'rebuke', 'from', 'the', 'bjp', 'he', 'has', 'praised', 'sp', 'leader', 'azam', 'khan', 'one', 'of', 'the', 'bjpbiggest', 'bugbears', 'in', 'the', 'state', 'asmass', 'leader', 'and', 'threatened', 'maharashtra', 'navnirman', 'sena', 'mns', 'chief', 'raj', 'thackeray', 'against', 'visiting', 'ayodhya', 'till', 'he', 'had', 'apologised', 'publicly', 'for', 'humiliating', 'north', 'indians', 'in', 'mumbai', 'the', 'bjp', 'had', 'been', 'courting', 'the', 'mns', 'leader', 'as', 'an', 'ally', 'at', 'the', 'time', 'of', 'topsy', 'turvy', 'politics', 'in', 'maharashtra', 'in', 'private', 'the', 'bjp', 'had', 'dismissed', 'singhremarks', 'as', 'publicity', 'stunts', 'it', 'was', 'due', 'to', 'his', 'association', 'with', 'the', 'ram', 'janmabhoomi', 'movement', 'and', 'his', 'influence', 'in', 'the', 'areas', 'around', 'ayodhya', 'that', 'singh', 'initially', 'came', 'to', 'the', 'notice', 'of', 'the', 'bjp', 'the', 'party', 'first', 'fielded', 'him', 'from', 'the', 'gonda', 'lok', 'sabha', 'seat', 'in', '1991', 'he', 'won', 'and', 'never', 'looked', 'back', 'in', '1996', 'when', 'he', 'did', 'not', 'contest', 'the', 'party', 'gaveticket', 'to', 'his', 'wife', 'ketaki', 'devi', 'singh', 'and', 'she', 'too', 'wonconstant', 'presence', 'at', 'wrestling', 'tournaments', 'be', 'it', 'national', 'or', 'international', 'senior', 'or', 'junior', 'singh', 'can', 'be', 'spotted', 'withmicrophone', 'in', 'hand', 'overseeing', 'bouts', 'often', 'shouting', 'out', 'instructions', 'to', 'referees', 'stopping', 'and', 'starting', 'bouts', 'and', 'at', 'times', 'even', 'throwing', 'the', 'rule', 'book', 'at', 'judges', 'when', 'he', 'canbe', 'there', 'he', 'is', 'known', 'to', 'monitor', 'the', 'proceedings', 'virtually', 'advertisement', 'whatever', 'comes', 'of', 'the', 'serious', 'allegations', 'singh', 'is', 'now', 'facing', 'that', 'is', 'almost', 'certain', 'to', 'change']",718,4280,9,0,5,1,1,0,0,1,1,0.000233644859813,0.000233644859813,0.0,0.0021028037383177,0.0021028037383177,0.000233644859813,0.17,Negative,0.56,1,Negative,Positive,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Positive,0.98,0.99,0.93,0.54,1.0,0.95,0.99,0.99,1.0,0.93,1.0,0.84,[0],[0.99],Negative,0.99,anger,anger,anger,joy,joy,anger,anger,anger,anger,anger,joy,anger,anger
